session,batch_code,country,group,line_id,operator,line,render_kind,shape_class,stations,km,apple_checks,status
43,J08-4,jp,関西・中部大手私鉄,名古屋鉄道␟津島線,名古屋鉄道,津島線,private,ordinary_linear,8,11.9,,unverified
43,J08-4,jp,関西・中部大手私鉄,名古屋鉄道␟竹鼻線,名古屋鉄道,竹鼻線,private,ordinary_linear,9,10.4,,unverified
43,J08-4,jp,関西・中部大手私鉄,名古屋鉄道␟空港線,名古屋鉄道,空港線,private,ordinary_linear,3,4.6,,unverified
43,J08-4,jp,関西・中部大手私鉄,名古屋鉄道␟築港線,名古屋鉄道,築港線,private,ordinary_linear,2,1.5,,unverified
43,J08-4,jp,関西・中部大手私鉄,名古屋鉄道␟羽島線,名古屋鉄道,羽島線,private,ordinary_linear,2,1.4,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟京都線,阪急電鉄,京都線,private,ordinary_linear,27,45.3,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟神戸線,阪急電鉄,神戸線,private,ordinary_linear,17,32.7,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟宝塚線,阪急電鉄,宝塚線,private,branched_terminal,19,24.7,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟千里線,阪急電鉄,千里線,private,ordinary_linear,11,13.8,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟今津線,阪急電鉄,今津線,private,branched_terminal,11,9.9,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟嵐山線,阪急電鉄,嵐山線,private,ordinary_linear,4,4.3,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟箕面線,阪急電鉄,箕面線,private,ordinary_linear,4,4.0,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟伊丹線,阪急電鉄,伊丹線,private,ordinary_linear,4,3.2,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟神戸高速線,阪急電鉄,神戸高速線,private,ordinary_linear,4,3.0,,unverified
44,J08-5,jp,関西・中部大手私鉄,阪急電鉄␟甲陽線,阪急電鉄,甲陽線,private,ordinary_linear,3,2.2,,unverified
45,J08-6,jp,関西・中部大手私鉄,南海電気鉄道␟高野線,南海電気鉄道,高野線,private,branched_terminal,43,66.8,,unverified
45,J08-6,jp,関西・中部大手私鉄,南海電気鉄道␟南海本線,南海電気鉄道,南海本線,private,branch_rejoins,44,64.8,,unverified
45,J08-6,jp,関西・中部大手私鉄,南海電気鉄道␟加太線,南海電気鉄道,加太線,private,ordinary_linear,8,9.6,,unverified
45,J08-6,jp,関西・中部大手私鉄,南海電気鉄道␟空港線,南海電気鉄道,空港線,private,ordinary_linear,3,9.2,,unverified
45,J08-6,jp,関西・中部大手私鉄,南海電気鉄道␟和歌山港線,南海電気鉄道,和歌山港線,private,ordinary_linear,2,2.9,,unverified
45,J08-6,jp,関西・中部大手私鉄,南海電気鉄道␟多奈川線,南海電気鉄道,多奈川線,private,ordinary_linear,4,2.6,,unverified
45,J08-6,jp,関西・中部大手私鉄,南海電気鉄道␟高師浜線,南海電気鉄道,高師浜線,private,ordinary_linear,3,1.5,,unverified
45,J08-6,jp,関西・中部大手私鉄,神戸電鉄␟粟生線,神戸電鉄,粟生線,private,ordinary_linear,20,29.2,,unverified
45,J08-6,jp,関西・中部大手私鉄,神戸電鉄␟有馬線,神戸電鉄,有馬線,private,ordinary_linear,15,22.6,,unverified
45,J08-6,jp,関西・中部大手私鉄,神戸電鉄␟三田線,神戸電鉄,三田線,private,ordinary_linear,10,12.1,,unverified
45,J08-6,jp,関西・中部大手私鉄,神戸電鉄␟公園都市線,神戸電鉄,公園都市線,private,ordinary_linear,4,5.6,,unverified
45,J08-6,jp,関西・中部大手私鉄,神戸電鉄␟神戸高速線,神戸電鉄,神戸高速線,private,ordinary_linear,2,0.5,,unverified
46,J08-7,jp,関西・中部大手私鉄,京阪電気鉄道␟京阪本線,京阪電気鉄道,京阪本線,private,branch_rejoins,41,49.6,,unverified
46,J08-7,jp,関西・中部大手私鉄,京阪電気鉄道␟宇治線,京阪電気鉄道,宇治線,private,ordinary_linear,8,7.7,,unverified
46,J08-7,jp,関西・中部大手私鉄,京阪電気鉄道␟交野線,京阪電気鉄道,交野線,private,ordinary_linear,8,6.9,,unverified
46,J08-7,jp,関西・中部大手私鉄,京阪電気鉄道␟中之島線,京阪電気鉄道,中之島線,private,ordinary_linear,5,2.9,,unverified
46,J08-7,jp,関西・中部大手私鉄,京阪電気鉄道␟鴨東線,京阪電気鉄道,鴨東線,private,ordinary_linear,3,2.5,,unverified
46,J08-7,jp,関西・中部大手私鉄,西日本鉄道␟天神大牟田線,西日本鉄道,天神大牟田線,private,ordinary_linear,50,75.3,,unverified
46,J08-7,jp,関西・中部大手私鉄,西日本鉄道␟甘木線,西日本鉄道,甘木線,private,ordinary_linear,12,17.9,,unverified
46,J08-7,jp,関西・中部大手私鉄,西日本鉄道␟貝塚線,西日本鉄道,貝塚線,private,ordinary_linear,10,11.3,,unverified
46,J08-7,jp,関西・中部大手私鉄,西日本鉄道␟太宰府線,西日本鉄道,太宰府線,private,ordinary_linear,3,2.5,,unverified
46,J08-7,jp,関西・中部大手私鉄,阪神電気鉄道␟本線,阪神電気鉄道,本線,private,ordinary_linear,33,32.2,,unverified
46,J08-7,jp,関西・中部大手私鉄,阪神電気鉄道␟阪神なんば線,阪神電気鉄道,阪神なんば線,private,ordinary_linear,12,10.3,,unverified
46,J08-7,jp,関西・中部大手私鉄,阪神電気鉄道␟神戸高速線,阪神電気鉄道,神戸高速線,private,ordinary_linear,7,5.1,,unverified
46,J08-7,jp,関西・中部大手私鉄,阪神電気鉄道␟武庫川線,阪神電気鉄道,武庫川線,private,ordinary_linear,4,1.7,,unverified
46,J08-7,jp,関西・中部大手私鉄,山陽電気鉄道␟本線,山陽電気鉄道,本線,private,ordinary_linear,43,54.7,,unverified
46,J08-7,jp,関西・中部大手私鉄,山陽電気鉄道␟網干線,山陽電気鉄道,網干線,private,ordinary_linear,7,8.6,,unverified
47,J08-8,jp,関西・中部大手私鉄,能勢電鉄␟妙見線,能勢電鉄,妙見線,private,ordinary_linear,14,12.3,,unverified
47,J08-8,jp,関西・中部大手私鉄,能勢電鉄␟日生線,能勢電鉄,日生線,private,ordinary_linear,2,2.7,,unverified
48,J09-1,jp,中小私鉄,富山地方鉄道␟本線,富山地方鉄道,本線,private,homonymous_lines,55,56.7,,unverified
48,J09-1,jp,中小私鉄,富山地方鉄道␟立山線,富山地方鉄道,立山線,private,ordinary_linear,14,24.3,,unverified
48,J09-1,jp,中小私鉄,富山地方鉄道␟上滝線,富山地方鉄道,上滝線,private,ordinary_linear,11,12.4,,unverified
48,J09-1,jp,中小私鉄,富山地方鉄道␟富山港線,富山地方鉄道,富山港線,private,ordinary_linear,15,7.8,,unverified
48,J09-1,jp,中小私鉄,富山地方鉄道␟不二越線,富山地方鉄道,不二越線,private,ordinary_linear,5,3.5,,unverified
48,J09-1,jp,中小私鉄,伊予鉄道␟横河原線,伊予鉄道,横河原線,private,ordinary_linear,15,13.3,,unverified
48,J09-1,jp,中小私鉄,伊予鉄道␟郡中線,伊予鉄道,郡中線,private,ordinary_linear,12,11.3,,unverified
48,J09-1,jp,中小私鉄,伊予鉄道␟高浜線,伊予鉄道,高浜線,private,ordinary_linear,10,9.4,,unverified
48,J09-1,jp,中小私鉄,伊予鉄道␟城北線,伊予鉄道,城北線,private,ordinary_linear,9,2.8,,unverified
48,J09-1,jp,中小私鉄,高松琴平電気鉄道␟琴平線,高松琴平電気鉄道,琴平線,private,ordinary_linear,23,33.0,,unverified
48,J09-1,jp,中小私鉄,高松琴平電気鉄道␟長尾線,高松琴平電気鉄道,長尾線,private,ordinary_linear,16,14.7,,unverified
48,J09-1,jp,中小私鉄,高松琴平電気鉄道␟志度線,高松琴平電気鉄道,志度線,private,ordinary_linear,16,12.5,,unverified
48,J09-1,jp,中小私鉄,近江鉄道␟本線,近江鉄道,本線,private,ordinary_linear,25,47.8,,unverified
48,J09-1,jp,中小私鉄,近江鉄道␟八日市線,近江鉄道,八日市線,private,ordinary_linear,7,9.3,,unverified
48,J09-1,jp,中小私鉄,近江鉄道␟多賀線,近江鉄道,多賀線,private,ordinary_linear,3,2.6,,unverified
49,J09-2,jp,中小私鉄,三岐鉄道␟三岐線,三岐鉄道,三岐線,private,ordinary_linear,14,25.6,,unverified
49,J09-2,jp,中小私鉄,三岐鉄道␟北勢線,三岐鉄道,北勢線,private,ordinary_linear,13,20.4,,unverified
49,J09-2,jp,中小私鉄,三岐鉄道␟近鉄連絡線,三岐鉄道,近鉄連絡線,private,ordinary_linear,1,1.2,,pending
49,J09-2,jp,中小私鉄,大井川鐵道␟大井川本線,大井川鐵道,大井川本線,private,ordinary_linear,20,39.6,,unverified
49,J09-2,jp,中小私鉄,大井川鐵道␟井川線,大井川鐵道,井川線,private,ordinary_linear,14,25.6,,unverified
49,J09-2,jp,中小私鉄,関東鉄道␟常総線,関東鉄道,常総線,private,ordinary_linear,25,51.4,,unverified
49,J09-2,jp,中小私鉄,関東鉄道␟竜ヶ崎線,関東鉄道,竜ヶ崎線,private,ordinary_linear,3,4.5,,unverified
49,J09-2,jp,中小私鉄,一畑電車␟北松江線,一畑電車,北松江線,private,ordinary_linear,22,34.0,,unverified
49,J09-2,jp,中小私鉄,一畑電車␟大社線,一畑電車,大社線,private,ordinary_linear,5,8.4,,unverified
49,J09-2,jp,中小私鉄,弘南鉄道␟弘南線,弘南鉄道,弘南線,private,ordinary_linear,13,16.7,,unverified
49,J09-2,jp,中小私鉄,弘南鉄道␟大鰐線,弘南鉄道,大鰐線,private,ordinary_linear,14,14.0,,unverified
49,J09-2,jp,中小私鉄,伊豆箱根鉄道␟駿豆線,伊豆箱根鉄道,駿豆線,private,ordinary_linear,13,19.9,,unverified
49,J09-2,jp,中小私鉄,伊豆箱根鉄道␟大雄山線,伊豆箱根鉄道,大雄山線,private,ordinary_linear,12,9.7,,unverified
50,J09-3,jp,中小私鉄,富士山麓電気鉄道␟大月線,富士山麓電気鉄道,大月線,private,ordinary_linear,16,23.6,,unverified
50,J09-3,jp,中小私鉄,富士山麓電気鉄道␟河口湖線,富士山麓電気鉄道,河口湖線,private,ordinary_linear,3,3.0,,unverified
50,J09-3,jp,中小私鉄,北陸鉄道␟石川線,北陸鉄道,石川線,private,ordinary_linear,17,13.8,,unverified
50,J09-3,jp,中小私鉄,北陸鉄道␟浅野川線,北陸鉄道,浅野川線,private,ordinary_linear,12,6.9,,unverified
50,J09-3,jp,中小私鉄,叡山電鉄␟鞍馬線,叡山電鉄,鞍馬線,private,ordinary_linear,10,9.0,,unverified
50,J09-3,jp,中小私鉄,叡山電鉄␟叡山本線,叡山電鉄,叡山本線,private,ordinary_linear,8,5.6,,unverified
50,J09-3,jp,中小私鉄,熊本電気鉄道␟菊池線,熊本電気鉄道,菊池線,private,ordinary_linear,16,10.6,,unverified
50,J09-3,jp,中小私鉄,熊本電気鉄道␟藤崎線,熊本電気鉄道,藤崎線,private,ordinary_linear,3,2.4,,unverified
50,J09-3,jp,中小私鉄,秩父鉄道␟秩父本線,秩父鉄道,秩父本線,private,ordinary_linear,37,71.9,,unverified
50,J09-3,jp,中小私鉄,養老鉄道␟養老線,養老鉄道,養老線,private,branched_terminal,27,56.9,,unverified
50,J09-3,jp,中小私鉄,伊豆急行␟伊豆急行線,伊豆急行,伊豆急行線,private,ordinary_linear,16,45.8,,unverified
50,J09-3,jp,中小私鉄,島原鉄道␟島原鉄道線,島原鉄道,島原鉄道線,private,ordinary_linear,24,43.5,,unverified
50,J09-3,jp,中小私鉄,小湊鐵道␟小湊鐵道線,小湊鐵道,小湊鐵道線,private,ordinary_linear,18,39.2,,unverified
51,J09-4,jp,中小私鉄,上信電鉄␟上信線,上信電鉄,上信線,private,ordinary_linear,21,33.7,,unverified
51,J09-4,jp,中小私鉄,長野電鉄␟長野線,長野電鉄,長野線,private,ordinary_linear,24,33.3,,unverified
51,J09-4,jp,中小私鉄,上毛電気鉄道␟上毛線,上毛電気鉄道,上毛線,private,ordinary_linear,23,25.3,,unverified
51,J09-4,jp,中小私鉄,福井鉄道␟福武線,福井鉄道,福武線,private,branched_terminal,25,21.5,,unverified
51,J09-4,jp,中小私鉄,津軽鉄道␟津軽鉄道線,津軽鉄道,津軽鉄道線,private,ordinary_linear,12,20.6,,unverified
51,J09-4,jp,中小私鉄,黒部峡谷鉄道␟本線,黒部峡谷鉄道,本線,private,ordinary_linear,10,19.4,,unverified
51,J09-4,jp,中小私鉄,豊橋鉄道␟渥美線,豊橋鉄道,渥美線,private,ordinary_linear,16,18.1,,unverified
51,J09-4,jp,中小私鉄,遠州鉄道␟鉄道線,遠州鉄道,鉄道線,private,ordinary_linear,18,18.0,,unverified
51,J09-4,jp,中小私鉄,筑豊電気鉄道␟筑豊電気鉄道線,筑豊電気鉄道,筑豊電気鉄道線,private,ordinary_linear,21,16.1,,unverified
51,J09-4,jp,中小私鉄,広島電鉄␟宮島線,広島電鉄,宮島線,private,ordinary_linear,22,16.1,,unverified
51,J09-4,jp,中小私鉄,小田急箱根␟鉄道線,小田急箱根,鉄道線,private,reversing_linear,11,14.9,,unverified
51,J09-4,jp,中小私鉄,アルピコ交通␟上高地線,アルピコ交通,上高地線,private,ordinary_linear,14,14.5,,unverified
51,J09-4,jp,中小私鉄,和歌山電鐵␟貴志川線,和歌山電鐵,貴志川線,private,ordinary_linear,14,14.4,,unverified
52,J09-5,jp,中小私鉄,JR東海交通事業␟城北線,JR東海交通事業,城北線,private,ordinary_linear,6,12.1,,unverified
52,J09-5,jp,中小私鉄,上田電鉄␟別所線,上田電鉄,別所線,private,ordinary_linear,15,11.8,,unverified
52,J09-5,jp,中小私鉄,静岡鉄道␟静岡清水線,静岡鉄道,静岡清水線,private,ordinary_linear,15,10.8,,unverified
52,J09-5,jp,中小私鉄,江ノ島電鉄␟江ノ島電鉄線,江ノ島電鉄,江ノ島電鉄線,private,ordinary_linear,15,9.9,,unverified
52,J09-5,jp,中小私鉄,福島交通␟飯坂線,福島交通,飯坂線,private,ordinary_linear,12,9.5,,unverified
52,J09-5,jp,中小私鉄,岳南電車␟岳南鉄道線,岳南電車,岳南鉄道線,private,ordinary_linear,10,9.3,,unverified
52,J09-5,jp,中小私鉄,嵯峨野観光鉄道␟嵯峨野観光線,嵯峨野観光鉄道,嵯峨野観光線,private,ordinary_linear,4,8.9,,unverified
52,J09-5,jp,中小私鉄,銚子電気鉄道␟銚子電気鉄道線,銚子電気鉄道,銚子電気鉄道線,private,ordinary_linear,10,6.6,,unverified
52,J09-5,jp,中小私鉄,流鉄␟流山線,流鉄,流山線,private,ordinary_linear,6,5.6,,unverified
52,J09-5,jp,中小私鉄,水間鉄道␟水間線,水間鉄道,水間線,private,ordinary_linear,10,5.6,,unverified
52,J09-5,jp,中小私鉄,紀州鉄道␟紀州鉄道線,紀州鉄道,紀州鉄道線,private,ordinary_linear,5,2.8,,unverified
53,J10-1,jp,第三セクター,平成筑豊鉄道␟田川線,平成筑豊鉄道,田川線,third_sector,ordinary_linear,17,26.5,,unverified
53,J10-1,jp,第三セクター,平成筑豊鉄道␟伊田線,平成筑豊鉄道,伊田線,third_sector,ordinary_linear,15,16.3,,unverified
53,J10-1,jp,第三セクター,平成筑豊鉄道␟糸田線,平成筑豊鉄道,糸田線,third_sector,ordinary_linear,6,7.1,,unverified
53,J10-1,jp,第三セクター,平成筑豊鉄道␟門司港レトロ観光線,平成筑豊鉄道,門司港レトロ観光線,third_sector,ordinary_linear,4,2.2,,unverified
53,J10-1,jp,第三セクター,三陸鉄道␟北リアス線,三陸鉄道,北リアス線,third_sector,ordinary_linear,18,71.3,,unverified
53,J10-1,jp,第三セクター,三陸鉄道␟リアス線,三陸鉄道,リアス線,third_sector,ordinary_linear,15,55.4,,unverified
53,J10-1,jp,第三セクター,三陸鉄道␟南リアス線,三陸鉄道,南リアス線,third_sector,ordinary_linear,10,36.6,,unverified
53,J10-1,jp,第三セクター,土佐くろしお鉄道␟中村線,土佐くろしお鉄道,中村線,third_sector,ordinary_linear,15,43.2,,unverified
53,J10-1,jp,第三セクター,土佐くろしお鉄道␟阿佐線,土佐くろしお鉄道,阿佐線,third_sector,ordinary_linear,21,42.7,,unverified
53,J10-1,jp,第三セクター,土佐くろしお鉄道␟宿毛線,土佐くろしお鉄道,宿毛線,third_sector,ordinary_linear,8,23.7,,unverified
53,J10-1,jp,第三セクター,WILLER　TRAINS␟宮津線,WILLER　TRAINS,宮津線,third_sector,ordinary_linear,19,84.1,,unverified
53,J10-1,jp,第三セクター,WILLER　TRAINS␟宮福線,WILLER　TRAINS,宮福線,third_sector,ordinary_linear,14,30.5,,unverified
53,J10-1,jp,第三セクター,しなの鉄道␟しなの鉄道線,しなの鉄道,しなの鉄道線,third_sector,ordinary_linear,19,65.3,,unverified
53,J10-1,jp,第三セクター,しなの鉄道␟北しなの線,しなの鉄道,北しなの線,third_sector,ordinary_linear,8,37.6,,unverified
54,J10-2,jp,第三セクター,えちごトキめき鉄道␟日本海ひすいライン,えちごトキめき鉄道,日本海ひすいライン,third_sector,ordinary_linear,13,63.8,,unverified
54,J10-2,jp,第三セクター,えちごトキめき鉄道␟妙高はねうまライン,えちごトキめき鉄道,妙高はねうまライン,third_sector,ordinary_linear,10,37.1,,unverified
54,J10-2,jp,第三セクター,えちぜん鉄道␟勝山永平寺線,えちぜん鉄道,勝山永平寺線,third_sector,ordinary_linear,23,27.7,,unverified
54,J10-2,jp,第三セクター,えちぜん鉄道␟三国芦原線,えちぜん鉄道,三国芦原線,third_sector,ordinary_linear,22,25.4,,unverified
54,J10-2,jp,第三セクター,四日市あすなろう鉄道␟内部線,四日市あすなろう鉄道,内部線,third_sector,ordinary_linear,8,5.9,,unverified
54,J10-2,jp,第三セクター,四日市あすなろう鉄道␟八王子線,四日市あすなろう鉄道,八王子線,third_sector,ordinary_linear,2,1.4,,unverified
54,J10-2,jp,第三セクター,青い森鉄道␟青い森鉄道線,青い森鉄道,青い森鉄道線,third_sector,ordinary_linear,27,132.9,,unverified
54,J10-2,jp,第三セクター,肥薩おれんじ鉄道␟肥薩おれんじ鉄道線,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,third_sector,ordinary_linear,28,117.2,,unverified
54,J10-2,jp,第三セクター,あいの風とやま鉄道␟あいの風とやま鉄道線,あいの風とやま鉄道,あいの風とやま鉄道線,third_sector,ordinary_linear,23,104.8,,unverified
54,J10-2,jp,第三セクター,秋田内陸縦貫鉄道␟秋田内陸線,秋田内陸縦貫鉄道,秋田内陸線,third_sector,ordinary_linear,29,94.6,,unverified
54,J10-2,jp,第三セクター,松浦鉄道␟西九州線,松浦鉄道,西九州線,third_sector,branched_terminal,57,93.7,,pending
54,J10-2,jp,第三セクター,アイジーアールいわて銀河鉄道␟いわて銀河鉄道線,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,third_sector,ordinary_linear,18,92.6,,unverified
54,J10-2,jp,第三セクター,ハピラインふくい␟ハピラインふくい線,ハピラインふくい,ハピラインふくい線,third_sector,ordinary_linear,19,85.8,,unverified
54,J10-2,jp,第三セクター,長良川鉄道␟越美南線,長良川鉄道,越美南線,third_sector,ordinary_linear,38,72.3,,unverified
54,J10-2,jp,第三セクター,天竜浜名湖鉄道␟天竜浜名湖線,天竜浜名湖鉄道,天竜浜名湖線,third_sector,ordinary_linear,39,68.1,,unverified
55,J10-3,jp,第三セクター,IRいしかわ鉄道␟IRいしかわ鉄道線,IRいしかわ鉄道,IRいしかわ鉄道線,third_sector,ordinary_linear,19,64.5,,unverified
55,J10-3,jp,第三セクター,北越急行␟ほくほく線,北越急行,ほくほく線,third_sector,ordinary_linear,12,59.5,,unverified
55,J10-3,jp,第三セクター,首都圏新都市鉄道␟常磐新線,首都圏新都市鉄道,常磐新線,third_sector,branched_terminal,20,58.6,,unverified
55,J10-3,jp,第三セクター,会津鉄道␟会津線,会津鉄道,会津線,third_sector,ordinary_linear,21,57.5,,unverified
55,J10-3,jp,第三セクター,智頭急行␟智頭線,智頭急行,智頭線,third_sector,ordinary_linear,14,56.5,,unverified
55,J10-3,jp,第三セクター,阿武隈急行␟阿武隈急行線,阿武隈急行,阿武隈急行線,third_sector,ordinary_linear,24,56.2,,unverified
55,J10-3,jp,第三セクター,鹿島臨海鉄道␟大洗鹿島線,鹿島臨海鉄道,大洗鹿島線,third_sector,ordinary_linear,15,53.1,,unverified
55,J10-3,jp,第三セクター,愛知環状鉄道␟愛知環状鉄道線,愛知環状鉄道,愛知環状鉄道線,third_sector,ordinary_linear,23,45.7,,unverified
55,J10-3,jp,第三セクター,わたらせ渓谷鐵道␟わたらせ渓谷線,わたらせ渓谷鐵道,わたらせ渓谷線,third_sector,ordinary_linear,17,44.3,,unverified
55,J10-3,jp,第三セクター,真岡鐵道␟真岡線,真岡鐵道,真岡線,third_sector,ordinary_linear,17,42.2,,unverified
55,J10-3,jp,第三セクター,井原鉄道␟井原線,井原鉄道,井原線,third_sector,ordinary_linear,15,42.0,,unverified
55,J10-3,jp,第三セクター,道南いさりび鉄道␟道南いさりび鉄道線,道南いさりび鉄道,道南いさりび鉄道線,third_sector,ordinary_linear,12,38.8,,unverified
55,J10-3,jp,第三セクター,樽見鉄道␟樽見線,樽見鉄道,樽見線,third_sector,ordinary_linear,19,35.2,,unverified
55,J10-3,jp,第三セクター,のと鉄道␟七尾線,のと鉄道,七尾線,third_sector,ordinary_linear,8,33.3,,unverified
55,J10-3,jp,第三セクター,北総鉄道␟北総線,北総鉄道,北総線,third_sector,ordinary_linear,15,32.9,,unverified
56,J10-4,jp,第三セクター,錦川鉄道␟錦川清流線,錦川鉄道,錦川清流線,third_sector,ordinary_linear,13,32.8,,unverified
56,J10-4,jp,第三セクター,野岩鉄道␟会津鬼怒川線,野岩鉄道,会津鬼怒川線,third_sector,ordinary_linear,9,30.9,,unverified
56,J10-4,jp,第三セクター,山形鉄道␟フラワー長井線,山形鉄道,フラワー長井線,third_sector,ordinary_linear,17,30.7,,unverified
56,J10-4,jp,第三セクター,いすみ鉄道␟いすみ線,いすみ鉄道,いすみ線,third_sector,ordinary_linear,14,27.0,,unverified
56,J10-4,jp,第三セクター,明知鉄道␟明知線,明知鉄道,明知線,third_sector,ordinary_linear,11,25.3,,unverified
56,J10-4,jp,第三セクター,くま川鉄道␟湯前線,くま川鉄道,湯前線,third_sector,ordinary_linear,14,24.9,,unverified
56,J10-4,jp,第三セクター,由利高原鉄道␟鳥海山ろく線,由利高原鉄道,鳥海山ろく線,third_sector,ordinary_linear,12,23.2,,unverified
56,J10-4,jp,第三セクター,伊勢鉄道␟伊勢線,伊勢鉄道,伊勢線,third_sector,ordinary_linear,10,22.6,,unverified
56,J10-4,jp,第三セクター,若桜鉄道␟若桜線,若桜鉄道,若桜線,third_sector,ordinary_linear,9,19.3,,unverified
56,J10-4,jp,第三セクター,南阿蘇鉄道␟高森線,南阿蘇鉄道,高森線,third_sector,ordinary_linear,10,17.9,,unverified
56,J10-4,jp,第三セクター,伊賀鉄道␟伊賀線,伊賀鉄道,伊賀線,third_sector,ordinary_linear,15,16.6,,unverified
56,J10-4,jp,第三セクター,東葉高速鉄道␟東葉高速線,東葉高速鉄道,東葉高速線,third_sector,ordinary_linear,9,16.5,,unverified
56,J10-4,jp,第三セクター,名古屋臨海高速鉄道␟西名古屋港線,名古屋臨海高速鉄道,西名古屋港線,third_sector,ordinary_linear,11,15.3,,unverified
56,J10-4,jp,第三セクター,信楽高原鐵道␟信楽線,信楽高原鐵道,信楽線,third_sector,ordinary_linear,6,14.9,,unverified
56,J10-4,jp,第三セクター,埼玉高速鉄道␟埼玉高速鉄道線,埼玉高速鉄道,埼玉高速鉄道線,third_sector,ordinary_linear,8,14.9,,unverified
57,J10-5,jp,第三セクター,南海電気鉄道␟泉北線,南海電気鉄道,泉北線,third_sector,ordinary_linear,6,14.5,,unverified
57,J10-5,jp,第三セクター,ひたちなか海浜鉄道␟湊線,ひたちなか海浜鉄道,湊線,third_sector,ordinary_linear,11,14.2,,unverified
57,J10-5,jp,第三セクター,甘木鉄道␟甘木線,甘木鉄道,甘木線,third_sector,ordinary_linear,11,13.9,,unverified
57,J10-5,jp,第三セクター,北条鉄道␟北条線,北条鉄道,北条線,third_sector,ordinary_linear,8,13.7,,unverified
57,J10-5,jp,第三セクター,東京臨海高速鉄道␟臨海副都心線,東京臨海高速鉄道,臨海副都心線,third_sector,ordinary_linear,8,12.5,,unverified
57,J10-5,jp,第三セクター,水島臨海鉄道␟水島本線,水島臨海鉄道,水島本線,third_sector,ordinary_linear,10,10.3,,unverified
57,J10-5,jp,第三セクター,阿佐海岸鉄道␟阿佐東線,阿佐海岸鉄道,阿佐東線,third_sector,ordinary_linear,4,10.1,,unverified
57,J10-5,jp,第三セクター,北大阪急行電鉄␟南北線,北大阪急行電鉄,南北線,third_sector,ordinary_linear,6,8.6,,unverified
57,J10-5,jp,第三セクター,仙台空港鉄道␟仙台空港線,仙台空港鉄道,仙台空港線,third_sector,ordinary_linear,4,7.2,,unverified
57,J10-5,jp,第三セクター,万葉線␟新湊港線,万葉線,新湊港線,third_sector,ordinary_linear,8,5.0,,unverified
57,J10-5,jp,第三セクター,横浜高速鉄道␟みなとみらい21線,横浜高速鉄道,みなとみらい21線,third_sector,ordinary_linear,6,4.4,,unverified
57,J10-5,jp,第三セクター,芝山鉄道␟芝山鉄道線,芝山鉄道,芝山鉄道線,third_sector,ordinary_linear,2,2.3,,unverified
58,J11-1,jp,路面電車,広島電鉄␟宇品線,広島電鉄,宇品線,tram,branch_rejoins,20,6.3,,pending
58,J11-1,jp,路面電車,広島電鉄␟本線,広島電鉄,本線,tram,branched_terminal,21,5.6,,unverified
58,J11-1,jp,路面電車,広島電鉄␟皆実線,広島電鉄,皆実線,tram,ordinary_linear,8,3.0,,unverified
58,J11-1,jp,路面電車,広島電鉄␟江波線,広島電鉄,江波線,tram,ordinary_linear,7,2.7,,unverified
58,J11-1,jp,路面電車,広島電鉄␟横川線,広島電鉄,横川線,tram,ordinary_linear,5,1.5,,unverified
58,J11-1,jp,路面電車,広島電鉄␟白島線,広島電鉄,白島線,tram,ordinary_linear,6,1.3,,unverified
58,J11-1,jp,路面電車,広島電鉄␟循環線,広島電鉄,循環線,tram,ordinary_linear,0,0.0,,pending
58,J11-1,jp,路面電車,熊本市␟幹線,熊本市,幹線,tram,ordinary_linear,10,3.3,,unverified
58,J11-1,jp,路面電車,熊本市␟健軍線,熊本市,健軍線,tram,ordinary_linear,9,3.1,,unverified
58,J11-1,jp,路面電車,熊本市␟上熊本線,熊本市,上熊本線,tram,ordinary_linear,10,3.0,,unverified
58,J11-1,jp,路面電車,熊本市␟水前寺線,熊本市,水前寺線,tram,ordinary_linear,7,2.4,,unverified
58,J11-1,jp,路面電車,熊本市␟田崎線,熊本市,田崎線,tram,ordinary_linear,3,0.7,,unverified
59,J11-2,jp,路面電車,長崎電気軌道␟本線,長崎電気軌道,本線,tram,branched_terminal,25,7.0,,unverified
59,J11-2,jp,路面電車,長崎電気軌道␟蛍茶屋支線,長崎電気軌道,蛍茶屋支線,tram,branch_rejoins,8,2.3,,unverified
59,J11-2,jp,路面電車,長崎電気軌道␟大浦支線,長崎電気軌道,大浦支線,tram,ordinary_linear,5,1.2,,unverified
59,J11-2,jp,路面電車,長崎電気軌道␟桜町支線,長崎電気軌道,桜町支線,tram,ordinary_linear,3,1.0,,unverified
59,J11-2,jp,路面電車,長崎電気軌道␟赤迫支線,長崎電気軌道,赤迫支線,tram,ordinary_linear,2,0.4,,unverified
