canonical_key,operator,line,render_kind,shape_class,session,built,display_line_ids,parts,drawn_km,drawn_stations,n02_km,semantic_km,audit_stations,n02_station_features,audit_edges,anchor_pass,anchor_warning,anchor_error,topology_status,topology_findings,builder_notes,skip_edges_dropped,not_drawn_reason,official_km,official_stations,source_url,verdict,review_notes
IRいしかわ鉄道␟IRいしかわ鉄道線,IRいしかわ鉄道,IRいしかわ鉄道線,third_sector,ordinary_linear,55,yes,jp-IRいしかわ鉄道-IRいしかわ鉄道線,1,64.304,19,64.53,60.188,19,19,18,19,0,0,PASS,,,0,,,,,,
JR東海交通事業␟城北線,JR東海交通事業,城北線,private,ordinary_linear,52,yes,jp-JR東海交通事業-城北線,1,11.25,6,12.07,10.635,6,6,5,6,0,0,PASS,,,0,,,,,,
WILLER　TRAINS␟宮津線,WILLER　TRAINS,宮津線,third_sector,ordinary_linear,53,yes,jp-WILLER　TRAINS-宮津線,1,83.823,19,84.086,81.262,19,19,18,19,0,0,PASS,,,0,,,,,,
WILLER　TRAINS␟宮福線,WILLER　TRAINS,宮福線,third_sector,ordinary_linear,53,yes,jp-WILLER　TRAINS-宮福線,1,30.443,14,30.548,29.431,14,14,13,14,0,0,PASS,,,0,,,,,,
あいの風とやま鉄道␟あいの風とやま鉄道線,あいの風とやま鉄道,あいの風とやま鉄道線,third_sector,ordinary_linear,54,yes,jp-あいの風とやま鉄道-あいの風とやま鉄道線,1,100.053,23,104.841,95.13,23,23,22,23,0,0,PASS,,,0,,,,,,
いすみ鉄道␟いすみ線,いすみ鉄道,いすみ線,third_sector,ordinary_linear,56,yes,jp-いすみ鉄道-いすみ線,1,26.925,14,27.048,25.823,14,14,13,14,0,0,PASS,,,0,,,,,,
えちごトキめき鉄道␟妙高はねうまライン,えちごトキめき鉄道,妙高はねうまライン,third_sector,ordinary_linear,54,yes,jp-えちごトキめき鉄道-妙高はねうまライン,1,37.064,10,37.115,35.428,10,10,9,9,1,0,PASS,,,0,,,,,,
えちごトキめき鉄道␟日本海ひすいライン,えちごトキめき鉄道,日本海ひすいライン,third_sector,ordinary_linear,54,yes,jp-えちごトキめき鉄道-日本海ひすいライン,1,59.053,13,63.841,56.511,13,13,12,13,0,0,PASS,,,0,,,,,,
えちぜん鉄道␟三国芦原線,えちぜん鉄道,三国芦原線,third_sector,ordinary_linear,54,yes,jp-えちぜん鉄道-三国芦原線,1,25.342,22,25.406,23.814,22,22,21,22,0,0,PASS,,,0,,,,,,
えちぜん鉄道␟勝山永平寺線,えちぜん鉄道,勝山永平寺線,third_sector,ordinary_linear,54,yes,jp-えちぜん鉄道-勝山永平寺線,1,27.621,23,27.696,26.041,23,23,22,23,0,0,PASS,,,0,,,,,,
くま川鉄道␟湯前線,くま川鉄道,湯前線,third_sector,ordinary_linear,56,yes,jp-くま川鉄道-湯前線,1,24.768,14,24.926,23.74,14,14,13,14,0,0,PASS,,,0,,,,,,
こうべ未来都市機構␟摩耶ケーブル線,こうべ未来都市機構,摩耶ケーブル線,funicular,ordinary_linear,65,yes,jp-こうべ未来都市機構-摩耶ケーブル線,1,0.845,2,0.895,0.796,2,2,1,2,0,0,PASS,,,0,,,,,,
しなの鉄道␟しなの鉄道線,しなの鉄道,しなの鉄道線,third_sector,ordinary_linear,53,yes,jp-しなの鉄道-しなの鉄道線,1,64.956,19,65.265,60.684,19,19,18,19,0,0,PASS,,,0,,,,,,
しなの鉄道␟北しなの線,しなの鉄道,北しなの線,third_sector,ordinary_linear,53,yes,jp-しなの鉄道-北しなの線,1,37.369,8,37.577,35.882,8,8,7,8,0,0,PASS,,,0,,,,,,
とさでん交通␟伊野線,とさでん交通,伊野線,tram,ordinary_linear,60,yes,jp-とさでん交通-伊野線,1,11.168,34,11.215,9.254,34,34,33,34,0,0,PASS,,,0,,,,,,
とさでん交通␟後免線,とさでん交通,後免線,tram,ordinary_linear,60,yes,jp-とさでん交通-後免線,1,10.817,33,10.88,8.805,33,33,32,33,0,0,PASS,,,0,,,,,,
とさでん交通␟桟橋線,とさでん交通,桟橋線,tram,ordinary_linear,60,yes,jp-とさでん交通-桟橋線,1,2.313,8,2.365,2.0,8,8,7,8,0,0,PASS,,,0,,,,,,
とさでん交通␟駅前線,とさでん交通,駅前線,tram,ordinary_linear,60,yes,jp-とさでん交通-駅前線,1,0.828,4,0.879,0.709,4,4,3,4,0,0,PASS,,,0,,,,,,
のと鉄道␟七尾線,のと鉄道,七尾線,third_sector,ordinary_linear,55,yes,jp-のと鉄道-七尾線,1,33.128,8,33.309,32.255,8,8,7,8,0,0,PASS,,,0,,,,,,
ひたちなか海浜鉄道␟湊線,ひたちなか海浜鉄道,湊線,third_sector,ordinary_linear,57,yes,jp-ひたちなか海浜鉄道-湊線,1,14.158,11,14.23,13.292,11,11,10,11,0,0,PASS,,,0,,,,,,
ゆりかもめ␟東京臨海新交通臨海線,ゆりかもめ,東京臨海新交通臨海線,agt,ordinary_linear,63,yes,jp-ゆりかもめ-東京臨海新交通臨海線,1,14.691,16,14.864,13.364,16,16,15,16,0,0,PASS,,,0,,,,,,
わたらせ渓谷鐵道␟わたらせ渓谷線,わたらせ渓谷鐵道,わたらせ渓谷線,third_sector,ordinary_linear,55,yes,jp-わたらせ渓谷鐵道-わたらせ渓谷線,1,44.148,17,44.265,42.831,17,17,16,17,0,0,PASS,,,0,,,,,,
アイジーアールいわて銀河鉄道␟いわて銀河鉄道線,アイジーアールいわて銀河鉄道,いわて銀河鉄道線,third_sector,ordinary_linear,54,yes,jp-アイジーアールいわて銀河鉄道-いわて銀河鉄道線,1,82.123,18,92.559,78.813,18,18,17,18,0,0,PASS,,,0,,,,,,
アルピコ交通␟上高地線,アルピコ交通,上高地線,private,ordinary_linear,51,yes,jp-アルピコ交通-上高地線,1,14.403,14,14.494,13.496,14,14,13,14,0,0,PASS,,,0,,,,,,
ハピラインふくい␟ハピラインふくい線,ハピラインふくい,ハピラインふくい線,third_sector,ordinary_linear,54,yes,jp-ハピラインふくい-ハピラインふくい線,1,84.414,20,85.781,80.597,20,19,19,20,0,0,PASS,,"1 interval(s) differ from the audited distance: [('王子保', 'しきぶ', 2.687, 2.472)]",0,,,,,,
ラクテンチ␟別府ラクテンチケーブル線,ラクテンチ,別府ラクテンチケーブル線,funicular,ordinary_linear,65,yes,jp-ラクテンチ-別府ラクテンチケーブル線,1,0.238,2,0.287,0.19,2,2,1,2,0,0,PASS,,,0,,,,,,
一畑電車␟北松江線,一畑電車,北松江線,private,ordinary_linear,49,yes,jp-一畑電車-北松江線,1,33.925,22,34.01,32.265,22,22,21,22,0,0,PASS,,,0,,,,,,
一畑電車␟大社線,一畑電車,大社線,private,ordinary_linear,49,yes,jp-一畑電車-大社線,1,8.32,5,8.394,8.015,5,5,4,5,0,0,PASS,,,0,,,,,,
一般社団法人札幌市交通事業振興公社␟1条線,一般社団法人札幌市交通事業振興公社,1条線,tram,ordinary_linear,61,yes,jp-一般社団法人札幌市交通事業振興公社-1条線,1,1.403,4,1.456,1.256,4,4,3,4,0,0,PASS,,,0,,,,,,
一般社団法人札幌市交通事業振興公社␟山鼻線,一般社団法人札幌市交通事業振興公社,山鼻線,tram,ordinary_linear,61,yes,jp-一般社団法人札幌市交通事業振興公社-山鼻線,1,3.975,12,4.024,3.427,12,12,11,12,0,0,PASS,,,0,,,,,,
一般社団法人札幌市交通事業振興公社␟山鼻西線,一般社団法人札幌市交通事業振興公社,山鼻西線,tram,ordinary_linear,61,yes,jp-一般社団法人札幌市交通事業振興公社-山鼻西線,1,3.095,9,3.145,2.695,9,9,8,9,0,0,PASS,,,0,,,,,,
一般社団法人札幌市交通事業振興公社␟都心線,一般社団法人札幌市交通事業振興公社,都心線,tram,ordinary_linear,61,yes,jp-一般社団法人札幌市交通事業振興公社-都心線,1,0.441,3,0.92,0.322,3,4,2,3,0,0,PASS,,,0,,,,,,
一般財団法人青函トンネル記念館␟青函トンネル竜飛斜坑線,一般財団法人青函トンネル記念館,青函トンネル竜飛斜坑線,funicular,ordinary_linear,65,yes,jp-一般財団法人青函トンネル記念館-青函トンネル竜飛斜坑線,1,0.247,2,0.296,0.198,2,2,1,2,0,0,PASS,,,0,,,,,,
万葉線␟新湊港線,万葉線,新湊港線,third_sector,ordinary_linear,57,yes,jp-万葉線-新湊港線,1,4.926,8,4.988,4.449,8,8,7,8,0,0,PASS,,,0,,,,,,
万葉線␟高岡軌道線,万葉線,高岡軌道線,tram,ordinary_linear,61,yes,jp-万葉線-高岡軌道線,1,7.947,18,7.986,7.161,18,18,17,18,0,0,PASS,,,0,,,,,,
三岐鉄道␟三岐線,三岐鉄道,三岐線,private,ordinary_linear,49,yes,jp-三岐鉄道-三岐線,1,23.945,14,25.577,24.495,14,14,13,14,0,0,PASS,,,0,,,,,,
三岐鉄道␟北勢線,三岐鉄道,北勢線,private,ordinary_linear,49,yes,jp-三岐鉄道-北勢線,1,20.276,13,20.361,19.324,13,13,12,13,0,0,PASS,,,0,,,,,,
三岐鉄道␟近鉄連絡線,三岐鉄道,近鉄連絡線,private,ordinary_linear,49,no,,0,,,1.171,1.033,1,1,0,0,0,0,,,,0,no adjacency rows for this line,,,,,
三陸鉄道␟リアス線,三陸鉄道,リアス線,third_sector,ordinary_linear,53,yes,jp-三陸鉄道-リアス線,1,55.298,15,55.431,53.827,15,15,14,15,0,0,PASS,,,0,,,,,,
三陸鉄道␟北リアス線,三陸鉄道,北リアス線,third_sector,ordinary_linear,53,yes,jp-三陸鉄道-北リアス線,1,71.138,18,71.303,69.758,18,18,17,18,0,0,PASS,,,0,,,,,,
三陸鉄道␟南リアス線,三陸鉄道,南リアス線,third_sector,ordinary_linear,53,yes,jp-三陸鉄道-南リアス線,1,36.556,10,36.639,35.848,10,10,9,10,0,0,PASS,,,0,,,,,,
上信電鉄␟上信線,上信電鉄,上信線,private,ordinary_linear,51,yes,jp-上信電鉄-上信線,1,33.562,21,33.651,32.041,21,21,20,21,0,0,PASS,,,0,,,,,,
上毛電気鉄道␟上毛線,上毛電気鉄道,上毛線,private,ordinary_linear,51,yes,jp-上毛電気鉄道-上毛線,1,25.217,23,25.325,23.551,23,23,22,23,0,0,PASS,,,0,,,,,,
上田電鉄␟別所線,上田電鉄,別所線,private,ordinary_linear,52,yes,jp-上田電鉄-別所線,1,11.632,15,11.818,10.498,15,15,14,15,0,0,PASS,,,0,,,,,,
丹後海陸交通␟天橋立鋼索鉄道,丹後海陸交通,天橋立鋼索鉄道,funicular,ordinary_linear,65,yes,jp-丹後海陸交通-天橋立鋼索鉄道,1,0.319,2,0.357,0.283,2,2,1,2,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟三角線,九州旅客鉄道,三角線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-三角線,1,25.575,9,25.871,24.776,9,9,8,9,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟久大線,九州旅客鉄道,久大線,jr_conventional,ordinary_linear,27,yes,jp-九州旅客鉄道-久大線,1,140.681,37,140.865,136.648,37,37,36,37,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟九州新幹線,九州旅客鉄道,九州新幹線,shinkansen,ordinary_linear,16,yes,jp-九州旅客鉄道-九州新幹線,1,257.19,12,257.534,254.807,12,12,11,12,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟佐世保線,九州旅客鉄道,佐世保線,jr_conventional,branched_terminal,28,yes,jp-九州旅客鉄道-佐世保線|jp-九州旅客鉄道-佐世保線-2,2,54.819,16,48.833,46.104,14,14,14,16,0,0,WARNING,sharp_artificial_turn,trunk plus 1 branch(es) split from the graph (1 rejoining route(s)),0,,,,,,
九州旅客鉄道␟吉都線,九州旅客鉄道,吉都線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-吉都線,1,61.619,17,61.776,60.012,17,17,16,17,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟唐津線,九州旅客鉄道,唐津線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-唐津線,1,42.484,13,42.719,40.809,13,13,12,13,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟大村線,九州旅客鉄道,大村線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-大村線,1,47.725,15,48.029,45.856,15,15,14,15,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟宮崎空港線,九州旅客鉄道,宮崎空港線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-宮崎空港線,1,1.36,2,1.491,1.228,2,2,1,2,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟山陽線,九州旅客鉄道,山陽線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-山陽線,1,6.051,2,6.342,5.76,2,2,1,2,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟後藤寺線,九州旅客鉄道,後藤寺線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-後藤寺線,1,13.258,6,13.382,12.763,6,6,5,6,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟指宿枕崎線,九州旅客鉄道,指宿枕崎線,jr_conventional,ordinary_linear,27,yes,jp-九州旅客鉄道-指宿枕崎線,1,87.813,36,87.994,84.517,36,36,35,36,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟日南線,九州旅客鉄道,日南線,jr_conventional,ordinary_linear,27,yes,jp-九州旅客鉄道-日南線,1,89.135,28,89.301,86.877,28,28,27,28,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟日田彦山線,九州旅客鉄道,日田彦山線,jr_conventional,ordinary_linear,27,yes,jp-九州旅客鉄道-日田彦山線,1,68.742,24,68.933,66.138,24,24,23,24,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟日豊線,九州旅客鉄道,日豊線,jr_conventional,disconnected,27,yes,jp-九州旅客鉄道-日豊線|jp-九州旅客鉄道-日豊線-2,2,453.508,112,475.21,444.702,112,113,111,112,0,0,WARNING,uncovered_corridor,"臼杵–日代 skips 津久見 over the same track — service edge, not a second alignment; 2 disconnected piece(s) drawn as separate display lines",1,,,,,,
九州旅客鉄道␟筑肥線,九州旅客鉄道,筑肥線,jr_conventional,disconnected,27,yes,jp-九州旅客鉄道-筑肥線|jp-九州旅客鉄道-筑肥線-2,2,68.253,31,68.652,64.736,31,31,29,31,0,0,PASS,,2 disconnected piece(s) drawn as separate display lines,0,,,,,,
九州旅客鉄道␟筑豊線,九州旅客鉄道,筑豊線,jr_conventional,ordinary_linear,27,yes,jp-九州旅客鉄道-筑豊線,1,65.958,25,66.931,62.225,25,26,24,25,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟篠栗線,九州旅客鉄道,篠栗線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-篠栗線,1,24.903,11,25.145,23.505,11,11,10,11,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟肥薩線,九州旅客鉄道,肥薩線,jr_conventional,loop_and_switchbacks_suspended,27,yes,jp-九州旅客鉄道-肥薩線|jp-九州旅客鉄道-肥薩線-2,2,143.33,30,124.746,121.425,28,28,29,30,0,0,WARNING,sharp_artificial_turn,"矢岳–吉松 skips 真幸 over the same track — service edge, not a second alignment; trunk plus 1 branch(es) split from the graph (1 rejoining route(s))",1,,,,,,
九州旅客鉄道␟西九州新幹線,九州旅客鉄道,西九州新幹線,shinkansen,ordinary_linear,16,yes,jp-九州旅客鉄道-西九州新幹線,1,66.072,5,66.285,65.301,5,5,4,5,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟豊肥線,九州旅客鉄道,豊肥線,jr_conventional,ordinary_linear,27,yes,jp-九州旅客鉄道-豊肥線,1,147.596,37,148.206,144.107,37,37,36,36,1,0,PASS,,,0,,,,,,
九州旅客鉄道␟長崎線,九州旅客鉄道,長崎線,jr_conventional,branched_terminal,27,yes,jp-九州旅客鉄道-長崎線|jp-九州旅客鉄道-長崎線-2|jp-九州旅客鉄道-長崎線-3,3,152.452,44,149.321,138.989,41,41,41,43,1,0,WARNING,sharp_artificial_turn; uncovered_corridor,trunk plus 2 branch(es) split from the graph (1 rejoining route(s)),0,,,,,,
九州旅客鉄道␟香椎線,九州旅客鉄道,香椎線,jr_conventional,ordinary_linear,28,yes,jp-九州旅客鉄道-香椎線,1,24.876,16,25.129,23.405,16,16,15,16,0,0,PASS,,,0,,,,,,
九州旅客鉄道␟鹿児島線,九州旅客鉄道,鹿児島線,jr_conventional,disconnected,27,yes,jp-九州旅客鉄道-鹿児島線|jp-九州旅客鉄道-鹿児島線-2,2,279.666,96,300.773,267.858,96,99,95,96,0,0,PASS,,"八幡–陣原 skips 黒崎 over the same track — service edge, not a second alignment; 2 disconnected piece(s) drawn as separate display lines | anchors re-chosen against the audited distances — several tracks share this line's N02 key | 1 interval(s) differ from the audited distance: [('水巻', '折尾', 2.237, 1.685)]",1,,,,,,
井原鉄道␟井原線,井原鉄道,井原線,third_sector,ordinary_linear,55,yes,jp-井原鉄道-井原線,1,41.785,15,41.963,40.484,15,15,14,15,0,0,PASS,,,0,,,,,,
京成電鉄␟千原線,京成電鉄,千原線,private,ordinary_linear,37,yes,jp-京成電鉄-千原線,1,10.95,6,11.142,10.265,6,6,5,6,0,0,PASS,,,0,,,,,,
京成電鉄␟千葉線,京成電鉄,千葉線,private,ordinary_linear,37,yes,jp-京成電鉄-千葉線,1,12.765,10,12.923,11.901,10,10,9,10,0,0,PASS,,,0,,,,,,
京成電鉄␟成田空港線,京成電鉄,成田空港線,private,ordinary_linear,37,yes,jp-京成電鉄-成田空港線,1,51.336,8,52.181,50.088,8,8,7,8,0,0,PASS,,,0,,,,,,
京成電鉄␟押上線,京成電鉄,押上線,private,ordinary_linear,37,yes,jp-京成電鉄-押上線,1,5.769,6,5.937,4.974,6,6,5,6,0,0,PASS,,,0,,,,,,
京成電鉄␟本線,京成電鉄,本線,private,ordinary_linear,37,yes,jp-京成電鉄-本線,1,69.159,42,69.367,64.037,42,42,41,42,0,0,PASS,,,0,,,,,,
京成電鉄␟東成田線,京成電鉄,東成田線,private,ordinary_linear,37,yes,jp-京成電鉄-東成田線,1,7.085,2,7.251,6.925,2,2,1,2,0,0,PASS,,,0,,,,,,
京成電鉄␟松戸線,京成電鉄,松戸線,private,ordinary_linear,37,yes,jp-京成電鉄-松戸線,1,26.619,24,26.783,23.901,24,24,23,24,0,0,PASS,,,0,,,,,,
京成電鉄␟金町線,京成電鉄,金町線,private,ordinary_linear,37,yes,jp-京成電鉄-金町線,1,2.51,3,2.623,2.299,3,3,2,3,0,0,PASS,,,0,,,,,,
京浜急行電鉄␟久里浜線,京浜急行電鉄,久里浜線,private,ordinary_linear,39,yes,jp-京浜急行電鉄-久里浜線,1,13.381,9,13.526,12.195,9,9,8,9,0,0,PASS,,,0,,,,,,
京浜急行電鉄␟大師線,京浜急行電鉄,大師線,private,ordinary_linear,39,yes,jp-京浜急行電鉄-大師線,1,4.372,7,4.463,3.886,7,7,6,7,0,0,PASS,,,0,,,,,,
京浜急行電鉄␟本線,京浜急行電鉄,本線,private,ordinary_linear,39,yes,jp-京浜急行電鉄-本線,1,56.588,50,56.752,50.324,50,50,49,50,0,0,PASS,,,0,,,,,,
京浜急行電鉄␟空港線,京浜急行電鉄,空港線,private,ordinary_linear,39,yes,jp-京浜急行電鉄-空港線,1,6.501,7,6.801,5.569,7,7,6,7,0,0,PASS,,,0,,,,,,
京浜急行電鉄␟逗子線,京浜急行電鉄,逗子線,private,ordinary_linear,39,yes,jp-京浜急行電鉄-逗子線,1,5.939,4,6.083,5.635,4,4,3,4,0,0,PASS,,,0,,,,,,
京王電鉄␟井の頭線,京王電鉄,井の頭線,private,ordinary_linear,38,yes,jp-京王電鉄-井の頭線,1,12.751,17,12.86,11.039,17,17,16,17,0,0,PASS,,,0,,,,,,
京王電鉄␟京王線,京王電鉄,京王線,private,loop_with_tail,38,yes,jp-京王電鉄-京王線|jp-京王電鉄-京王線-2|jp-京王電鉄-京王線-3,3,44.442,38,40.749,35.638,34,35,35,38,0,0,PASS,,"trunk plus 2 branch(es) split from the graph (2 rejoining route(s)) | anchors re-chosen against the audited distances — several tracks share this line's N02 key | 1 interval(s) differ from the audited distance: [('新宿', '初台', 1.306, 1.122)]",0,,,,,,
京王電鉄␟動物園線,京王電鉄,動物園線,private,ordinary_linear,38,yes,jp-京王電鉄-動物園線,1,1.938,2,2.129,1.747,2,2,1,2,0,0,PASS,,,0,,,,,,
京王電鉄␟相模原線,京王電鉄,相模原線,private,ordinary_linear,38,yes,jp-京王電鉄-相模原線,1,22.57,12,22.773,20.295,12,12,11,12,0,0,PASS,,,0,,,,,,
京王電鉄␟競馬場線,京王電鉄,競馬場線,private,ordinary_linear,38,yes,jp-京王電鉄-競馬場線,1,0.954,2,1.075,0.83,2,2,1,2,0,0,PASS,,,0,,,,,,
京王電鉄␟高尾線,京王電鉄,高尾線,private,ordinary_linear,38,yes,jp-京王電鉄-高尾線,1,8.585,7,8.751,7.847,7,7,6,7,0,0,PASS,,,0,,,,,,
京福電気鉄道␟北野線,京福電気鉄道,北野線,tram,ordinary_linear,61,yes,jp-京福電気鉄道-北野線,1,3.717,10,3.78,3.106,10,10,9,10,0,0,PASS,,,0,,,,,,
京福電気鉄道␟嵐山本線,京福電気鉄道,嵐山本線,tram,ordinary_linear,61,yes,jp-京福電気鉄道-嵐山本線,1,7.148,13,7.196,6.362,13,13,12,13,0,0,PASS,,,0,,,,,,
京福電気鉄道␟鋼索線,京福電気鉄道,鋼索線,funicular,ordinary_linear,64,yes,jp-京福電気鉄道-鋼索線,1,1.289,2,1.336,1.243,2,2,1,2,0,0,PASS,,,0,,,,,,
京都市␟東西線,京都市,東西線,subway,ordinary_linear,34,yes,jp-京都市-東西線,1,17.441,17,17.625,15.584,17,17,16,17,0,0,PASS,,,0,,,,,,
京都市␟烏丸線,京都市,烏丸線,subway,ordinary_linear,34,yes,jp-京都市-烏丸線,1,13.862,15,14.071,11.267,15,15,14,15,0,0,PASS,,,0,,,,,,
京阪電気鉄道␟中之島線,京阪電気鉄道,中之島線,private,ordinary_linear,46,yes,jp-京阪電気鉄道-中之島線,1,2.746,5,2.875,2.216,5,5,4,5,0,0,PASS,,,0,,,,,,
京阪電気鉄道␟交野線,京阪電気鉄道,交野線,private,ordinary_linear,46,yes,jp-京阪電気鉄道-交野線,1,6.776,8,6.899,6.086,8,8,7,8,0,0,PASS,,,0,,,,,,
京阪電気鉄道␟京津線,京阪電気鉄道,京津線,tram,ordinary_linear,61,yes,jp-京阪電気鉄道-京津線,1,7.483,7,7.572,7.015,7,7,6,7,0,0,PASS,,,0,,,,,,
京阪電気鉄道␟京阪本線,京阪電気鉄道,京阪本線,private,branch_rejoins,46,yes,jp-京阪電気鉄道-京阪本線,1,49.173,40,49.644,43.541,40,41,39,40,0,0,PASS,,"1 interval(s) differ from the audited distance: [('中書島', '伏見桃山', 0.849, 0.708)]",0,,,,,,
京阪電気鉄道␟宇治線,京阪電気鉄道,宇治線,private,ordinary_linear,46,yes,jp-京阪電気鉄道-宇治線,1,7.649,8,7.743,6.977,8,8,7,8,0,0,PASS,,,0,,,,,,
京阪電気鉄道␟石山坂本線,京阪電気鉄道,石山坂本線,tram,ordinary_linear,61,yes,jp-京阪電気鉄道-石山坂本線,1,14.048,21,14.301,12.894,21,21,20,21,0,0,PASS,,,0,,,,,,
京阪電気鉄道␟鋼索線,京阪電気鉄道,鋼索線,funicular,ordinary_linear,65,yes,jp-京阪電気鉄道-鋼索線,1,0.377,2,0.458,0.295,2,2,1,2,0,0,PASS,,,0,,,,,,
京阪電気鉄道␟鴨東線,京阪電気鉄道,鴨東線,private,ordinary_linear,46,yes,jp-京阪電気鉄道-鴨東線,1,2.347,3,2.508,2.043,3,3,2,3,0,0,PASS,,,0,,,,,,
仙台市␟南北線,仙台市,南北線,subway,ordinary_linear,34,yes,jp-仙台市-南北線,1,14.772,17,14.946,12.637,17,17,16,17,0,0,PASS,,,0,,,,,,
仙台市␟東西線,仙台市,東西線,subway,ordinary_linear,34,yes,jp-仙台市-東西線,1,13.865,13,13.983,12.807,13,13,12,13,0,0,PASS,,,0,,,,,,
仙台空港鉄道␟仙台空港線,仙台空港鉄道,仙台空港線,third_sector,ordinary_linear,57,yes,jp-仙台空港鉄道-仙台空港線,1,7.046,4,7.245,6.7,4,4,3,4,0,0,PASS,,,0,,,,,,
伊予鉄道␟城北線,伊予鉄道,城北線,private,ordinary_linear,48,yes,jp-伊予鉄道-城北線,1,2.727,9,2.789,2.126,9,9,8,9,0,0,PASS,,,0,,,,,,
伊予鉄道␟城南線,伊予鉄道,城南線,tram,branched_terminal,59,yes,jp-伊予鉄道-城南線|jp-伊予鉄道-城南線-2,2,4.046,14,3.713,3.073,12,12,12,14,0,0,PASS,,trunk plus 1 branch(es) split from the graph (1 rejoining route(s)),0,,,,,,
伊予鉄道␟大手町線,伊予鉄道,大手町線,tram,ordinary_linear,59,yes,jp-伊予鉄道-大手町線,1,1.338,5,1.404,1.115,5,5,4,5,0,0,PASS,,,0,,,,,,
伊予鉄道␟本町線,伊予鉄道,本町線,tram,ordinary_linear,59,yes,jp-伊予鉄道-本町線,1,1.374,5,1.429,1.169,5,5,4,5,0,0,PASS,,,0,,,,,,
伊予鉄道␟横河原線,伊予鉄道,横河原線,private,ordinary_linear,48,yes,jp-伊予鉄道-横河原線,1,13.252,15,13.333,12.157,15,15,14,15,0,0,PASS,,,0,,,,,,
伊予鉄道␟花園線,伊予鉄道,花園線,tram,ordinary_linear,59,yes,jp-伊予鉄道-花園線,1,0.464,2,0.52,0.405,2,2,1,2,0,0,PASS,,,0,,,,,,
伊予鉄道␟連絡線,伊予鉄道,連絡線,tram,ordinary_linear,59,yes,jp-伊予鉄道-連絡線,1,0.169,2,0.217,0.122,2,2,1,2,0,0,PASS,,,0,,,,,,
伊予鉄道␟郡中線,伊予鉄道,郡中線,private,ordinary_linear,48,yes,jp-伊予鉄道-郡中線,1,11.226,12,11.297,10.401,12,12,11,12,0,0,PASS,,,0,,,,,,
伊予鉄道␟高浜線,伊予鉄道,高浜線,private,ordinary_linear,48,yes,jp-伊予鉄道-高浜線,1,9.297,10,9.369,8.638,10,10,9,10,0,0,PASS,,,0,,,,,,
伊勢鉄道␟伊勢線,伊勢鉄道,伊勢線,third_sector,ordinary_linear,56,yes,jp-伊勢鉄道-伊勢線,1,22.399,10,22.574,21.372,10,10,9,10,0,0,PASS,,,0,,,,,,
伊豆急行␟伊豆急行線,伊豆急行,伊豆急行線,private,ordinary_linear,50,yes,jp-伊豆急行-伊豆急行線,1,45.668,16,45.838,43.284,16,16,15,16,0,0,PASS,,,0,,,,,,
伊豆箱根鉄道␟大雄山線,伊豆箱根鉄道,大雄山線,private,ordinary_linear,49,yes,jp-伊豆箱根鉄道-大雄山線,1,9.581,12,9.657,8.742,12,12,11,12,0,0,PASS,,,0,,,,,,
伊豆箱根鉄道␟駿豆線,伊豆箱根鉄道,駿豆線,private,ordinary_linear,49,yes,jp-伊豆箱根鉄道-駿豆線,1,19.767,13,19.889,18.047,13,13,12,13,0,0,PASS,,,0,,,,,,
伊賀鉄道␟伊賀線,伊賀鉄道,伊賀線,third_sector,ordinary_linear,56,yes,jp-伊賀鉄道-伊賀線,1,16.532,15,16.64,15.469,15,15,14,15,0,0,PASS,,,0,,,,,,
会津鉄道␟会津線,会津鉄道,会津線,third_sector,ordinary_linear,55,yes,jp-会津鉄道-会津線,1,57.317,21,57.474,55.72,21,21,20,21,0,0,PASS,,,0,,,,,,
信楽高原鐵道␟信楽線,信楽高原鐵道,信楽線,third_sector,ordinary_linear,56,yes,jp-信楽高原鐵道-信楽線,1,14.688,6,14.897,14.155,6,6,5,6,0,0,PASS,,,0,,,,,,
